code_muni,name_metro,type,subdivision,abbrev_state
1100205,Porto Velho,RM,NÃO TEM,RO
1100809,Porto Velho,RM,NÃO TEM,RO
1300300,Manaus,RM,NÃO TEM,AM
1301100,Manaus,RM,NÃO TEM,AM
1301159,Manaus,RM,NÃO TEM,AM
1301852,Manaus,RM,NÃO TEM,AM
1301902,Manaus,RM,NÃO TEM,AM
1302009,Manaus,RM,NÃO TEM,AM
1302504,Manaus,RM,NÃO TEM,AM
1302553,Manaus,RM,NÃO TEM,AM
1302603,Manaus,RM,NÃO TEM,AM
1303205,Manaus,RM,NÃO TEM,AM
1303536,Manaus,RM,NÃO TEM,AM
1303569,Manaus,RM,NÃO TEM,AM
1304005,Manaus,RM,NÃO TEM,AM
1400050,Capital,RM,NÃO TEM,RR
1400100,Capital,RM,NÃO TEM,RR
1400159,Capital,RM,NÃO TEM,RR
1400175,Capital,RM,NÃO TEM,RR
1400209,Central,RM,NÃO TEM,RR
1400233,Sul do Estado,RM,NÃO TEM,RR
1400282,Central,RM,NÃO TEM,RR
1400308,Capital,RM,NÃO TEM,RR
1400472,Sul do Estado,RM,NÃO TEM,RR
1400506,Sul do Estado,RM,NÃO TEM,RR
1400605,Sul do Estado,RM,NÃO TEM,RR
1500800,Belém,RM,NÃO TEM,PA
1501402,Belém,RM,NÃO TEM,PA
1501451,Santarém,RM,NÃO TEM,PA
1501501,Belém,RM,NÃO TEM,PA
1502400,Belém,RM,NÃO TEM,PA
1504422,Belém,RM,NÃO TEM,PA
1504752,Santarém,RM,NÃO TEM,PA
1506351,Belém,RM,NÃO TEM,PA
1506500,Belém,RM,NÃO TEM,PA
1506807,Santarém,RM,NÃO TEM,PA
1600303,Macapá,RM,NÃO TEM,AP
1600402,Macapá,RM,NÃO TEM,AP
1600600,Macapá,RM,NÃO TEM,AP
1700350,Gurupi,RM,NÃO TEM,TO
1700707,Gurupi,RM,NÃO TEM,TO
1701101,Palmas,RM,NÃO TEM,TO
1702000,Gurupi,RM,NÃO TEM,TO
1703107,Palmas,RM,NÃO TEM,TO
1703701,Palmas,RM,NÃO TEM,TO
1703867,Gurupi,RM,NÃO TEM,TO
1706258,Gurupi,RM,NÃO TEM,TO
1707306,Gurupi,RM,NÃO TEM,TO
1707553,Palmas,RM,NÃO TEM,TO
1707652,Gurupi,RM,NÃO TEM,TO
1708205,Gurupi,RM,NÃO TEM,TO
1709500,Gurupi,RM,NÃO TEM,TO
1709807,Palmas,RM,NÃO TEM,TO
1711506,Gurupi,RM,NÃO TEM,TO
1711902,Gurupi,RM,NÃO TEM,TO
1712009,Palmas,RM,NÃO TEM,TO
1713205,Palmas,RM,NÃO TEM,TO
1713304,Palmas,RM,NÃO TEM,TO
1713601,Palmas,RM,NÃO TEM,TO
1715507,Palmas,RM,NÃO TEM,TO
1715754,Gurupi,RM,NÃO TEM,TO
1716109,Palmas,RM,NÃO TEM,TO
1716604,Gurupi,RM,NÃO TEM,TO
1718204,Palmas,RM,NÃO TEM,TO
1718451,Palmas,RM,NÃO TEM,TO
1718840,Gurupi,RM,NÃO TEM,TO
1720259,Gurupi,RM,NÃO TEM,TO
1720499,Gurupi,RM,NÃO TEM,TO
1720655,Palmas,RM,NÃO TEM,TO
1720853,Gurupi,RM,NÃO TEM,TO
1720978,Gurupi,RM,NÃO TEM,TO
1721000,Palmas,RM,NÃO TEM,TO
1721109,Palmas,RM,NÃO TEM,TO
2100204,Grande São Luís,RM,NÃO TEM,MA
2101103,Grande São Luís,RM,NÃO TEM,MA
2101251,Grande São Luís,RM,NÃO TEM,MA
2102358,Sudoeste Maranhense,RM,NÃO TEM,MA
2102374,Grande São Luís,RM,NÃO TEM,MA
2103752,Sudoeste Maranhense,RM,NÃO TEM,MA
2104552,Sudoeste Maranhense,RM,NÃO TEM,MA
2105104,Grande São Luís,RM,NÃO TEM,MA
2105302,Sudoeste Maranhense,RM,NÃO TEM,MA
2105500,Sudoeste Maranhense,RM,NÃO TEM,MA
2107001,Sudoeste Maranhense,RM,NÃO TEM,MA
2107100,Grande São Luís,RM,NÃO TEM,MA
2107506,Grande São Luís,RM,NÃO TEM,MA
2109205,Grande São Luís,RM,NÃO TEM,MA
2109452,Grande São Luís,RM,NÃO TEM,MA
2109551,Sudoeste Maranhense,RM,NÃO TEM,MA
2109601,Grande São Luís,RM,NÃO TEM,MA
2110203,Grande São Luís,RM,NÃO TEM,MA
2111201,Grande São Luís,RM,NÃO TEM,MA
2111300,Grande São Luís,RM,NÃO TEM,MA
2111763,Sudoeste Maranhense,RM,NÃO TEM,MA
2112209,RIDE Teresina,RIDE,NÃO TEM,MA
2200400,RIDE Teresina,RIDE,NÃO TEM,PI
2201606,RIDE Teresina,RIDE,NÃO TEM,PI
2202737,RIDE Teresina,RIDE,NÃO TEM,PI
2203255,RIDE Teresina,RIDE,NÃO TEM,PI
2203305,RIDE Teresina,RIDE,NÃO TEM,PI
2205508,RIDE Teresina,RIDE,NÃO TEM,PI
2205557,RIDE Teresina,RIDE,NÃO TEM,PI
2205581,RIDE Teresina,RIDE,NÃO TEM,PI
2206308,RIDE Teresina,RIDE,NÃO TEM,PI
2206407,RIDE Teresina,RIDE,NÃO TEM,PI
2206720,RIDE Teresina,RIDE,NÃO TEM,PI
2211001,RIDE Teresina,RIDE,NÃO TEM,PI
2211100,RIDE Teresina,RIDE,NÃO TEM,PI
2300507,Sobral,RM,NÃO TEM,CE
2301000,Fortaleza,RM,NÃO TEM,CE
2301901,Cariri,RM,NÃO TEM,CE
2303105,Sobral,RM,NÃO TEM,CE
2303204,Cariri,RM,NÃO TEM,CE
2303501,Fortaleza,RM,NÃO TEM,CE
2303709,Fortaleza,RM,NÃO TEM,CE
2303956,Fortaleza,RM,NÃO TEM,CE
2304004,Sobral,RM,NÃO TEM,CE
2304202,Cariri,RM,NÃO TEM,CE
2304285,Fortaleza,RM,NÃO TEM,CE
2304301,Cariri,RM,NÃO TEM,CE
2304350,Sobral,RM,NÃO TEM,CE
2304400,Fortaleza,RM,NÃO TEM,CE
2304509,Sobral,RM,NÃO TEM,CE
2304657,Sobral,RM,NÃO TEM,CE
2304905,Sobral,RM,NÃO TEM,CE
2304954,Fortaleza,RM,NÃO TEM,CE
2305233,Fortaleza,RM,NÃO TEM,CE
2306256,Fortaleza,RM,NÃO TEM,CE
2307106,Cariri,RM,NÃO TEM,CE
2307304,Cariri,RM,NÃO TEM,CE
2307650,Fortaleza,RM,NÃO TEM,CE
2307700,Fortaleza,RM,NÃO TEM,CE
2308005,Sobral,RM,NÃO TEM,CE
2308203,Sobral,RM,NÃO TEM,CE
2308401,Cariri,RM,NÃO TEM,CE
2308807,Sobral,RM,NÃO TEM,CE
2309003,Sobral,RM,NÃO TEM,CE
2309201,Cariri,RM,NÃO TEM,CE
2309607,Fortaleza,RM,NÃO TEM,CE
2309706,Fortaleza,RM,NÃO TEM,CE
2309904,Sobral,RM,NÃO TEM,CE
2310209,Fortaleza,RM,NÃO TEM,CE
2310258,Fortaleza,RM,NÃO TEM,CE
2310852,Fortaleza,RM,NÃO TEM,CE
2310951,Sobral,RM,NÃO TEM,CE
2311702,Sobral,RM,NÃO TEM,CE
